0,0,0,0,13,0,0,0,0,13,0,0,0,0,15,0,15,0,0,0,0,0,10,0,11,11,0,0,0,0,0,0,0,0,0,0,0,14,0,0
15,0,12,0,0,0,0,12,0,0,0,0,14,0,10,0,13,0,0,12,12,0,13,0,0,0,12,0,0,0,0,0,11,0,14,13,0,15,0,13
0,12,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,15,11,0,0,0,0,0,10,0,0,0,0,0,13,0,10,10,0,0,0,0
0,0,0,0,0,10,0,0,12,11,0,14,0,0,0,15,0,0,0,15,0,10,13,0,15,0,14,0,0,0,11,13,0,10,0,0,0,0,0,10
0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,10,12,0,0,0,0,0,0,0,0,13,0,13,0,0,0,10,0,0,0,0,0,0,0
0,13,0,0,14,0,0,13,0,12,0,0,13,0,12,0,0,10,0,0,0,0,0,0,0,0,15,0,0,0,14,10,0,0,0,0,0,0,14,12
0,0,0,11,0,0,0,0,13,0,13,0,0,0,14,11,0,0,0,0,0,0,0,0,10,0,0,0,0,0,13,10,0,0,0,0,0,0,0,0
0,11,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,15,0,0,0,0,11,13,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,13,0,0,0,0,0,0,14,0,0,15,0,15,0,0,10,0,0,0,0,11,0,0,0,0,14,15,0,0,0,0,0,0,0,10,0
15,0,0,0,0,0,0,0,14,0,0,0,15,0,0,15,0,0,11,0,11,0,0,0,0,0,10,11,0,0,0,0,0,0,14,0,0,10,0,0
0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,13,0,10,0,12,0,0,0,0,0
